product_ndc,brand_name,generic_name,labeler_name,product_type,dosage_form,route,marketing_category,marketing_start_date,marketing_end_date,active_ingredients,pharm_class,dea_schedule,finished,listing_expiration_date
50419-325,Gadavist,gadobutrol,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,NDA,20110314,,GADOBUTROL (604.72 mg/mL),Gadolinium-based Contrast Agent [EPC]; Magnetic Resonance Contrast Activity [MoA],,True,20271231
12527-8488,,sorafenib,Bayer AG,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20180901,,SORAFENIB (200 mg/1),,,False,20271231
50419-326,Ambelvist,Gadoquatrane,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,NDA,20260612,,GADOQUATRANE (257.9 mg/mL),,,True,20271231
12527-8512,,ciprofloxacin hydrochloride,Bayer AG,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,19970926,,CIPROFLOXACIN HYDROCHLORIDE (250 mg/1),,,False,20271231
50419-327,Ambelvist,Gadoquatrane,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,NDA,20260612,,GADOQUATRANE (257.9 mg/mL),,,True,20271231
12527-8513,,ciprofloxacin hydrochloride,Bayer AG,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,19970826,,CIPROFLOXACIN HYDROCHLORIDE (500 mg/1),,,False,20271231
50419-328,Ambelvist,Gadoquatrane,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,NDA,20260612,,GADOQUATRANE (257.9 mg/mL),,,True,20271231
50419-329,Ambelvist,Gadoquatrane,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,NDA,20260612,,GADOQUATRANE (257.9 mg/mL),,,True,20271231
50419-330,Ambelvist,Gadoquatrane,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,NDA,20260612,,GADOQUATRANE (257.9 mg/mL),,,True,20271231
50419-331,Ambelvist,Gadoquatrane,Bayer HealthCare Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,NDA,20260612,,GADOQUATRANE (257.9 mg/mL),,,True,20271231
0024-5926,ADMELOG,insulin lispro,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,20181019,,INSULIN LISPRO (100 U/mL),Insulin Analog [EPC]; Insulin [Chemical/Ingredient],,True,20261231
0075-8020,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (100 mg/mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-5151,Elitek,rasburicase,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,KIT,,BLA,20060601,,,,,True,20261231
0955-2900,Insulin glargine U-300 Max,insulin glargine,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20230401,,INSULIN GLARGINE (300 [iU]/mL),Insulin Analog [EPC]; Insulin [CS],,True,20261231
0088-2219,Lantus Solostar,insulin glargine,sanofi-aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20090923,,INSULIN GLARGINE (100 [iU]/mL),Insulin Analog [EPC]; Insulin [CS],,True,20261231
0024-5928,MERILOG,insulin aspart-szjj,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,20250214,,INSULIN ASPART (100 [iU]/mL),Insulin Analog [EPC]; Insulin [CS],,True,20261231
0024-5841,ZALTRAP,ziv-aflibercept,sanofi-aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,20120803,,AFLIBERCEPT (200 mg/8mL),Vascular Endothelial Growth Factor Inhibitor [EPC]; Vascular Endothelial Growth Factor Inhibitors [MoA],,True,20261231
0955-3900,Insulin glargine U-300,insulin glargine,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20230401,,INSULIN GLARGINE (300 [iU]/mL),Insulin Analog [EPC]; Insulin [CS],,True,20261231
0088-2220,Lantus,insulin glargine,sanofi-aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20090923,,INSULIN GLARGINE (100 [iU]/mL),Insulin Analog [EPC]; Insulin [CS],,True,20261231
0024-5871,TOUJEO Max,insulin glargine,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20150215,,INSULIN GLARGINE (300 U/mL),Insulin Analog [EPC]; Insulin [CS],,True,20261231
0024-0674,Sarclisa Escena,isatuximab-irfc,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20260709,,ISATUXIMAB (140 mg/mL),Antibodies; Monoclonal [CS]; CD38-directed Antibody Interactions [MoA]; CD38-directed Cytolytic Antibody [EPC],,True,20271231
0075-0623,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (100 mg/mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0088-2500,Apidra,insulin glulisine,sanofi-aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,20090224,,INSULIN GLULISINE (100 [iU]/mL),Insulin Analog [EPC]; Insulin [Chemical/Ingredient],,True,20261231
0024-5915,Dupixent,Dupilumab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20200619,,DUPILUMAB (300 mg/2mL),Antibodies; Monoclonal [CS]; Interleukin 4 Receptor alpha Antagonists [MoA]; Interleukin-4 Receptor alpha Antagonist [EPC],,True,20271231
0075-8016,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (60 mg/.6mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-4512,Fexinidazole,Fexinidazole,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20210716,,FEXINIDAZOLE (600 mg/1),Cytochrome P450 1A2 Inducers [MoA]; Cytochrome P450 1A2 Inhibitors [MoA]; Cytochrome P450 2B6 Inducers [MoA]; Cytochrome P450 2B6 Inhibitors [MoA]; Cytochrome P450 2C19 Inhibitors [MoA]; Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A4 Inhibitors [MoA]; Cytochrome P450 3A5 Inhibitors [MoA]; Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA]; Multidrug and Toxin Extrusion Transporter 2 K Inhibitors [MoA]; Nitroimidazole Antimicrobial [EPC]; Nitroimidazoles [CS]; Organic Anion Transporter 1 Inhibitors [MoA]; Organic Anion Transporter 3 Inhibitors [MoA]; Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]; Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA]; Organic Cation Transporter 2 Inhibitors [MoA],,True,20261231
0088-2502,Apidra SoloStar,insulin glulisine,sanofi-aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20090224,,INSULIN GLULISINE (100 [iU]/mL),Insulin Analog [EPC]; Insulin [Chemical/Ingredient],,True,20261231
0024-5862,Mozobil,PLERIXAFOR,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,NDA,20130901,,PLERIXAFOR (24 mg/1.2mL),Hematopoietic Stem Cell Mobilizer [EPC]; Increased Hematopoietic Stem Cell Mobilization [PE],,True,20261231
0075-0621,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (60 mg/.6mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-0654,Sarclisa,isatuximab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,20200302,,ISATUXIMAB (100 mg/5mL),Antibodies; Monoclonal [CS]; CD38-directed Antibody Interactions [MoA]; CD38-directed Cytolytic Antibody [EPC],,True,20271231
0024-5911,Dupixent,Dupilumab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20211020,,DUPILUMAB (100 mg/.67mL),Antibodies; Monoclonal [CS]; Interleukin 4 Receptor alpha Antagonists [MoA]; Interleukin-4 Receptor alpha Antagonist [EPC],,True,20271231
0075-8013,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (30 mg/.3mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-2794,Ferrlecit,sodium ferric gluconate complex,sanofi-aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,NDA,20140707,,SODIUM FERRIC GLUCONATE COMPLEX (12.5 mg/mL),Iron [CS]; Parenteral Iron Replacement [EPC]; Phosphate Binder [EPC]; Phosphate Chelating Activity [MoA],,True,20261231
0024-5924,ADMELOG,insulin lispro,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,20171211,,INSULIN LISPRO (100 U/mL),Insulin Analog [EPC]; Insulin [Chemical/Ingredient],,True,20261231
0068-0597,Rifadin IV,rifampin,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,19890525,20260930,RIFAMPIN (600 mg/10mL),Rifamycin Antibacterial [EPC]; Rifamycins [CS],,True,
0075-8030,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS; SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (300 mg/3mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-5521,Ambien CR,zolpidem tartrate,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"TABLET, COATED",ORAL,NDA,20050919,20260731,ZOLPIDEM TARTRATE (12.5 mg/1),Central Nervous System Depression [PE]; GABA A Receptor Positive Modulators [MoA]; gamma-Aminobutyric Acid A Receptor Positive Modulator [EPC],CIV,True,
0955-1004,Enoxaparin sodium,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA AUTHORIZED GENERIC,20111003,,ENOXAPARIN SODIUM (40 mg/.4mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-5855,Avalide,irbesartan and hydrochlorothiazide,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20130101,,HYDROCHLOROTHIAZIDE (12.5 mg/1); IRBESARTAN (150 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Increased Diuresis [PE]; Thiazide Diuretic [EPC]; Thiazides [CS],,True,20261231
0955-1006,Enoxaparin sodium,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA AUTHORIZED GENERIC,20111003,,ENOXAPARIN SODIUM (60 mg/.6mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-5908,KEVZARA,sarilumab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20170522,,SARILUMAB (150 mg/1.14mL),Interleukin 6 Receptor Antagonists [MoA]; Interleukin-6 Receptor Antagonist [EPC],,True,20271231
0075-2912,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (120 mg/.8mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0955-1008,Enoxaparin sodium,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA AUTHORIZED GENERIC,20111003,,ENOXAPARIN SODIUM (80 mg/.8mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-1596,Primaquine Phosphate,Primaquine Phosphate,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20110415,,PRIMAQUINE PHOSPHATE (15 mg/1),Antimalarial [EPC],,True,20271231
0024-5920,KEVZARA,sarilumab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20170522,,SARILUMAB (150 mg/1.14mL),Interleukin 6 Receptor Antagonists [MoA]; Interleukin-6 Receptor Antagonist [EPC],,True,20271231
0075-8022,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (120 mg/.8mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-5401,Ambien,zolpidem tartrate,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,19930401,20261031,ZOLPIDEM TARTRATE (5 mg/1),Central Nervous System Depression [PE]; GABA A Receptor Positive Modulators [MoA]; gamma-Aminobutyric Acid A Receptor Positive Modulator [EPC],CIV,True,
0955-1010,Enoxaparin sodium,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA AUTHORIZED GENERIC,20111003,,ENOXAPARIN SODIUM (100 mg/mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-5851,Avapro,irbesartan,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20130101,,IRBESARTAN (150 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC],,True,20271231
0955-1012,Enoxaparin sodium,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA AUTHORIZED GENERIC,20111003,,ENOXAPARIN SODIUM (120 mg/.8mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-5901,Praluent,alirocumab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20150724,,ALIROCUMAB (75 mg/mL),Antibodies; Monoclonal [CS]; PCSK9 Inhibitor [EPC]; PCSK9 Inhibitors [MoA],,True,20261231
0955-1015,Enoxaparin sodium,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA AUTHORIZED GENERIC,20111003,,ENOXAPARIN SODIUM (150 mg/mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0075-0624,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (30 mg/.3mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
50396-0200,,NALOXONE HYDROCHLORIDE,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20140409,,NALOXONE HYDROCHLORIDE (1 kg/kg),,,False,20261231
0024-1171,Plavix,clopidogrel,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,19971117,,CLOPIDOGREL BISULFATE (75 mg/1),Cytochrome P450 2C8 Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; P2Y12 Platelet Inhibitor [EPC]; P2Y12 Receptor Antagonists [MoA],,True,20261231
50396-0201,,Nalbuphine Hydrochloride,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20180619,,NALBUPHINE HYDROCHLORIDE (1 kg/kg),,,False,20261231
50396-0202,,NALOXONE HYDROCHLORIDE,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20140409,,NALOXONE HYDROCHLORIDE (1 kg/kg),,,False,20261231
50396-0203,,NALOXONE HYDROCHLORIDE,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20200720,,NALOXONE HYDROCHLORIDE (1 kg/kg),,,False,20261231
50396-6007,,APOMORPHINE HYDROCHLORIDE,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20140605,,APOMORPHINE HYDROCHLORIDE (1 kg/kg),,,False,20271231
53360-1106,,FEXOFENADINE HYDROCHLORIDE,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20120301,,FEXOFENADINE HYDROCHLORIDE (60 mg/1),,,False,20261231
50396-6008,,Naltrexone Hydrochloride,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20131205,,NALTREXONE HYDROCHLORIDE (1 kg/kg),,,False,20261231
0024-5918,Dupixent,Dupilumab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20181019,,DUPILUMAB (200 mg/1.14mL),Antibodies; Monoclonal [CS]; Interleukin 4 Receptor alpha Antagonists [MoA]; Interleukin-4 Receptor alpha Antagonist [EPC],,True,20271231
50396-6009,,APOMORPHINE HYDROCHLORIDE,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20140605,,APOMORPHINE HYDROCHLORIDE (1 kg/kg),,,False,20271231
53360-1109,,FEXOFENADINE HYDROCHLORIDE,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20120301,,FEXOFENADINE HYDROCHLORIDE (180 mg/1),,,False,20261231
50396-7004,,Hydrocortisone,Sanofi chimie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20110207,20260726,HYDROCORTISONE (1 kg/kg),,,False,
53360-1111,,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"TABLET, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20110303,,FEXOFENADINE HYDROCHLORIDE (180 mg/1); PSEUDOEPHEDRINE HYDROCHLORIDE (240 mg/1),,,False,20261231
50396-7515,,CHLORPROMAZINE HYDROCHLORIDE,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20110629,,CHLORPROMAZINE HYDROCHLORIDE (1 kg/kg),,,False,20261231
53360-1141,,avanafil,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,20131227,,AVANAFIL (50 mg/1),,,False,20261231
0075-8018,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (80 mg/.8mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
50396-7517,,PROMETHAZINE HYDROCHLORIDE,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20110629,,PROMETHAZINE HYDROCHLORIDE (1 kg/kg),,,False,20261231
53360-1142,,avanafil,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,20131227,,AVANAFIL (100 mg/1),,,False,20261231
0024-5150,Elitek,rasburicase,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,KIT,,BLA,20020712,,,,,True,20261231
0955-1016,Enoxaparin sodium,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA AUTHORIZED GENERIC,20111003,,ENOXAPARIN SODIUM (300 mg/3mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
53360-1143,,avanafil,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,20131227,,AVANAFIL (200 mg/1),,,False,20261231
50396-7518,,TRIMIPRAMINE MALEATE,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20110629,,TRIMIPRAMINE MALEATE (1 kg/kg),,,False,20261231
53360-1171,,clopidogrel bisulfate,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120227,,CLOPIDOGREL BISULFATE (75 mg/1),,,False,20261231
50396-7800,,CYANOCOBALAMIN,Sanofi chimie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20110629,20260815,CYANOCOBALAMIN (1 g/g),,,False,
53360-1210,,Diltiazem Hydrochloride,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20120301,,DILTIAZEM HYDROCHLORIDE (120 mg/1),,,False,20261231
0024-5824,Jevtana,cabazitaxel,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,KIT,,NDA,20100617,,,,,True,20261231
50396-7900,,Hydroxocobalamin Acetate,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20150201,,HYDROXOCOBALAMIN ACETATE (1 g/g),,,False,20271231
53360-1211,,Diltiazem Hydrochloride,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20120301,,DILTIAZEM HYDROCHLORIDE (180 mg/1),,,False,20261231
50396-7902,,Hydroxocobalamin,Sanofi Winthrop Industrie,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20150201,,HYDROXOCOBALAMIN (1 g/g),,,False,20261231
53360-1212,,Diltiazem Hydrochloride,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20120301,,DILTIAZEM HYDROCHLORIDE (240 mg/1),,,False,20261231
0024-5927,MERILOG,insulin aspart-szjj,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,20250214,,INSULIN ASPART (100 [iU]/mL),Insulin Analog [EPC]; Insulin [CS],,True,20261231
53360-1213,,Diltiazem Hydrochloride,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20120301,,DILTIAZEM HYDROCHLORIDE (300 mg/1),,,False,20261231
53360-1214,,Diltiazem Hydrochloride,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20120301,,DILTIAZEM HYDROCHLORIDE (360 mg/1),,,False,20261231
0024-5840,ZALTRAP,ziv-aflibercept,sanofi-aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,20120803,,AFLIBERCEPT (100 mg/4mL),Vascular Endothelial Growth Factor Inhibitor [EPC]; Vascular Endothelial Growth Factor Inhibitors [MoA],,True,20261231
53360-1303,,Irbesartan,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120227,,IRBESARTAN (75 mg/1),,,False,20261231
0955-1020,Docetaxel,Docetaxel,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,NDA AUTHORIZED GENERIC,20101021,,DOCETAXEL (20 mg/mL),Microtubule Inhibition [PE]; Microtubule Inhibitor [EPC],,True,20261231
53360-1305,,Irbesartan,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120227,,IRBESARTAN (150 mg/1),,,False,20261231
53360-1307,,Irbesartan,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120227,,IRBESARTAN (300 mg/1),,,False,20261231
53360-1309,,Irbesartan and Hydrochlorothiazide,Sanofi Winthrop Industire,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120227,,HYDROCHLOROTHIAZIDE (12.5 mg/1); IRBESARTAN (150 mg/1),,,False,20261231
53360-1311,,Irbesartan and Hydrochlorothiazide,Sanofi Winthrop Industire,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120227,,HYDROCHLOROTHIAZIDE (12.5 mg/1); IRBESARTAN (300 mg/1),,,False,20261231
53360-4142,,Dronedarone,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20090701,,DRONEDARONE (400 mg/1),,,False,20261231
53360-4142,,Dronedarone,Sanofi Winthrop Industrie,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20090701,,DRONEDARONE (400 mg/1),,,False,20261231
